0.00951,-0.32198,1.47121,0.00042,-0.08452,1.43343,-0.0081,0.14609,1.38412,-0.00462,0.26734,1.35883,-0.15215,0.04962,1.36837,-0.12601,-0.15047,1.29342,-0.05796,-0.29561,1.22304,-0.05236,-0.31561,1.19441,0.14441,0.06481,1.39622,0.17125,-0.11307,1.3662,0.12651,-0.29092,1.22583,0.09571,-0.3508,1.15635,0.00386,-0.35861,1.17975,-0.04737,-0.33254,1.14281,0.06827,-0.38476,1.0953,0.13308,-0.34403,1.12984,-0.00601,0.0895,1.39841,
0.00965,-0.32198,1.47121,0.00056,-0.08437,1.43364,-0.0081,0.14624,1.3845,-0.00463,0.2673,1.3586,-0.15199,0.04958,1.36845,-0.12604,-0.15028,1.29371,-0.04541,-0.29957,1.2446,-0.06273,-0.32558,1.24521,0.14444,0.06488,1.39608,0.16995,-0.11716,1.36435,0.12567,-0.2947,1.22348,0.09289,-0.35333,1.15217,-0.11752,-0.35803,1.24549,-0.1264,-0.32503,1.30658,0.06509,-0.38638,1.09294,0.13178,-0.34319,1.12956,-0.00596,0.08965,1.39876,
0.0098,-0.32194,1.47155,0.00055,-0.08442,1.43381,-0.00857,0.14558,1.38407,-0.00467,0.26727,1.35846,-0.15189,0.04978,1.3684,-0.12625,-0.15016,1.29399,-0.04917,-0.29183,1.24184,-0.06104,-0.31982,1.24014,0.14443,0.06489,1.39594,0.1682,-0.12212,1.36175,0.12445,-0.2993,1.22023,0.08966,-0.35629,1.14581,-0.11905,-0.35017,1.26271,-0.09534,-0.31462,1.16563,0.06253,-0.38849,1.08732,0.12931,-0.3436,1.12554,-0.00629,0.08918,1.39852,
0.00984,-0.32191,1.47167,0.00057,-0.08443,1.43389,-0.00845,0.14553,1.3841,-0.00471,0.26725,1.35842,-0.15173,0.05031,1.3683,-0.12629,-0.15026,1.29413,-0.05555,-0.29874,1.22268,-0.04828,-0.32014,1.19465,0.14439,0.06495,1.39607,0.16794,-0.12309,1.36165,0.12259,-0.29262,1.23281,0.09483,-0.35013,1.15811,-0.01317,-0.34943,1.18685,-0.00649,-0.35169,1.21905,0.06671,-0.38384,1.09933,0.13223,-0.344,1.13045,-0.00621,0.08913,1.39857,
0.00983,-0.32191,1.47169,0.00056,-0.08452,1.43392,-0.00846,0.14558,1.38446,-0.00473,0.26723,1.35844,-0.1517,0.05019,1.36844,-0.12646,-0.15003,1.29447,-0.04854,-0.29376,1.24104,-0.06012,-0.31949,1.23907,0.14443,0.06506,1.39654,0.16792,-0.12364,1.36163,0.12363,-0.30086,1.22028,0.09472,-0.34579,1.16426,-0.12027,-0.34705,1.26645,-0.10204,-0.33809,1.18387,0.06494,-0.38126,1.1044,0.13181,-0.34179,1.13338,-0.00623,0.08912,1.39882,
0.00982,-0.32212,1.4717,0.00066,-0.08468,1.43397,-0.00813,0.14552,1.3845,-0.0046,0.26719,1.35847,-0.15165,0.04969,1.36887,-0.12671,-0.14958,1.29488,-0.05235,-0.29015,1.23487,-0.06392,-0.3182,1.23066,0.14455,0.065,1.39672,0.16786,-0.12485,1.36153,0.12395,-0.30115,1.2188,0.09388,-0.3467,1.16298,-0.11468,-0.35549,1.24842,-0.03935,-0.32619,1.17276,0.06208,-0.38132,1.10318,0.13098,-0.34123,1.13206,-0.00598,0.08902,1.39886,
0.00898,-0.32274,1.47302,0.00056,-0.08482,1.43435,-0.00787,0.14591,1.38449,-0.00424,0.26765,1.35922,-0.15142,0.04953,1.3694,-0.12671,-0.14944,1.29522,-0.04435,-0.30154,1.25472,-0.06241,-0.33138,1.26295,0.1442,0.06232,1.39493,0.17544,-0.13093,1.37267,0.13422,-0.28849,1.24945,0.12125,-0.32024,1.21037,-0.11907,-0.36352,1.23774,-0.01259,-0.34804,1.22665,0.0918,-0.36223,1.14594,0.1517,-0.3449,1.18616,-0.00582,0.08927,1.39894,
-0.00104,-0.32566,1.47774,-0.0027,-0.0846,1.43843,-0.0062,0.14903,1.3892,-0.00246,0.27523,1.37355,-0.15082,0.05094,1.37022,-0.12698,-0.14867,1.29718,-0.04467,-0.30621,1.26163,-0.06241,-0.33293,1.27101,0.14175,0.05931,1.39712,0.19292,-0.14462,1.38926,0.15886,-0.28098,1.20461,0.14927,-0.29367,1.14833,-0.1218,-0.37171,1.22013,-0.01701,-0.34528,1.23894,0.1296,-0.32104,1.0681,0.13224,-0.25925,1.11194,-0.00544,0.09153,1.40323,
2e-05,-0.32447,1.47886,-0.00223,-0.07943,1.44953,-0.00438,0.1595,1.41077,-0.00054,0.28713,1.40417,-0.14818,0.05421,1.3811,-0.1384,-0.14466,1.31536,-0.04772,-0.31506,1.27761,-0.06346,-0.33562,1.28554,0.14165,0.06677,1.42014,0.22669,-0.10932,1.40064,0.14793,-0.14416,1.20025,0.11943,-0.13007,1.1849,-0.13739,-0.37021,1.27595,-0.12197,-0.37095,1.2095,0.07544,-0.09968,1.14259,0.13406,-0.09172,1.15179,-0.00383,0.10083,1.42233,
0.00026,-0.31954,1.48475,-0.00028,-0.07116,1.46951,-0.00054,0.16898,1.44491,0.00048,0.29707,1.44187,-0.14628,0.05988,1.4064,-0.14917,-0.13428,1.33867,-0.08154,-0.29972,1.20613,-0.06209,-0.33332,1.16814,0.14751,0.08298,1.45095,0.2388,-0.09895,1.36966,0.11794,-0.0226,1.26079,0.1034,-0.01475,1.2662,-0.03983,-0.3715,1.10751,-0.01609,-0.33988,1.15023,0.06266,0.00529,1.25197,0.1472,-0.03115,1.22559,-0.00048,0.1101,1.45288,
3e-05,-0.31747,1.48888,-1e-05,-0.06852,1.48187,0.00012,0.17192,1.46439,0.00145,0.29961,1.46486,-0.1461,0.06354,1.42458,-0.16393,-0.11582,1.36935,-0.09111,-0.25329,1.26641,-0.09376,-0.29221,1.2575,0.14933,0.08532,1.46452,0.24703,-0.09137,1.38004,0.12327,-0.01246,1.28085,0.10153,-0.00386,1.29363,-0.12029,-0.36475,1.26245,-0.09136,-0.31374,1.1905,0.06017,0.01497,1.29172,0.12769,0.0088,1.26045,8e-05,0.11295,1.47066,
0.00024,-0.3156,1.4946,0.00013,-0.06671,1.49269,-2e-05,0.17382,1.47957,0.00122,0.30181,1.48026,-0.14795,0.06353,1.44329,-0.17789,-0.11131,1.3991,-0.09023,-0.25235,1.27559,-0.09087,-0.29344,1.27751,0.15075,0.08538,1.47745,0.24993,-0.08886,1.39173,0.12247,-0.01392,1.30241,0.10214,-0.01051,1.31284,-0.11153,-0.35363,1.26369,-0.06633,-0.28385,1.20361,0.05874,0.01181,1.31824,0.063,-0.04369,1.332,2e-05,0.11482,1.48477,
-0.00225,-0.31518,1.49675,-0.00153,-0.06562,1.49617,-0.00086,0.17584,1.48423,-0.00106,0.30332,1.48767,-0.14888,0.06217,1.44697,-0.17913,-0.11448,1.40512,-0.09624,-0.2652,1.29847,-0.10131,-0.30706,1.29727,0.14684,0.0928,1.47807,0.24014,-0.08668,1.38602,0.12625,0.00725,1.28693,0.11263,0.02351,1.28401,-0.14302,-0.37841,1.30389,-0.07384,-0.30147,1.22367,0.05468,0.05935,1.28831,0.05716,-0.00857,1.3254,-0.00102,0.11658,1.48914,
-0.00475,-0.31603,1.49745,-0.00297,-0.06487,1.4983,-0.00163,0.17813,1.48827,-0.0027,0.30493,1.49274,-0.14812,0.06353,1.43972,-0.18037,-0.11334,1.40278,-0.10363,-0.26564,1.30247,-0.10701,-0.30601,1.30206,0.14529,0.06652,1.47623,0.24984,-0.02779,1.37203,0.21764,0.15316,1.29393,0.19667,0.20559,1.29386,-0.14741,-0.38331,1.31554,-0.08826,-0.30072,1.22453,0.17748,0.27314,1.31533,0.14077,0.21688,1.33485,-0.00199,0.11843,1.49264,
-0.00559,-0.31385,1.49724,-0.00107,-0.06352,1.49876,0.00539,0.17878,1.48927,0.00699,0.30374,1.49154,-0.14143,0.06635,1.44293,-0.18002,-0.1119,1.40003,-0.10362,-0.26177,1.30535,-0.10637,-0.30449,1.3053,0.15153,0.06835,1.47699,0.2596,0.06463,1.33692,0.18514,0.21476,1.33441,0.16474,0.23329,1.34669,-0.14878,-0.38252,1.3253,-0.0878,-0.30047,1.22573,0.11489,0.27778,1.36363,0.14686,0.21974,1.39112,0.00359,0.11939,1.49356,
-0.00598,-0.31296,1.49734,-6e-05,-0.06276,1.49917,0.00775,0.17933,1.48979,0.00867,0.30352,1.49172,-0.14063,0.06771,1.44935,-0.18149,-0.10888,1.40254,-0.10344,-0.2607,1.3067,-0.11295,-0.29544,1.30864,0.15285,0.06577,1.48026,0.2569,0.06402,1.33692,0.15585,0.26558,1.35119,0.11771,0.29292,1.38169,-0.14261,-0.37496,1.29977,-0.12315,-0.35023,1.27387,0.07079,0.31227,1.41118,0.13381,0.31383,1.41293,0.00569,0.12001,1.49407,
-0.00614,-0.31235,1.49746,0.00114,-0.06282,1.49995,0.01045,0.17797,1.49146,0.01084,0.30253,1.49069,-0.13915,0.06875,1.45031,-0.18115,-0.10717,1.4028,-0.10295,-0.26034,1.30711,-0.11273,-0.29295,1.30989,0.15336,0.06415,1.48264,0.24733,0.06492,1.332,0.16055,0.20861,1.32269,0.12766,0.24613,1.35202,-0.14078,-0.36852,1.30535,-0.11775,-0.33558,1.27142,0.09943,0.27005,1.37277,0.17828,0.2511,1.36231,0.00807,0.11899,1.49551,
-0.00682,-0.31259,1.49782,0.00082,-0.06392,1.50068,0.00915,0.176,1.49227,0.00354,0.30714,1.49307,-0.13686,0.07047,1.45407,-0.1797,-0.10489,1.40473,-0.10016,-0.26207,1.30393,-0.1025,-0.30534,1.30352,0.14703,0.05906,1.48111,0.21019,0.03,1.31683,0.12642,0.1342,1.26422,0.09404,0.17754,1.24254,-0.14373,-0.37729,1.31303,-0.08806,-0.30575,1.22317,0.05237,0.22707,1.22232,0.07626,0.2008,1.18985,0.00714,0.1172,1.49634,
-0.01035,-0.3215,1.49843,-0.00976,-0.06788,1.50011,-0.01177,0.1784,1.48983,-0.00649,0.31951,1.50283,-0.14582,0.06184,1.45531,-0.17901,-0.10528,1.40828,-0.09029,-0.26994,1.30123,-0.09758,-0.30698,1.30175,0.14054,0.03522,1.47455,0.19906,0.02396,1.30621,0.10222,0.15292,1.23434,0.06053,0.19241,1.21498,-0.14344,-0.37954,1.3078,-0.08162,-0.30846,1.22195,0.00827,0.2192,1.19538,0.06625,0.23396,1.23675,-0.01116,0.11778,1.49434,
-0.00924,-0.31697,1.49856,-0.00307,-0.06437,1.50201,0.005,0.17989,1.49445,-0.00449,0.30528,1.49222,-0.14109,0.06623,1.4514,-0.17577,-0.10661,1.40791,-0.08562,-0.28232,1.28932,-0.09239,-0.31259,1.28748,0.14417,0.05455,1.47309,0.21003,0.05519,1.30726,0.118,0.18996,1.2586,0.08343,0.24959,1.2914,-0.1428,-0.3841,1.29038,-0.06864,-0.31217,1.21419,0.03111,0.31091,1.28861,0.05129,0.20095,1.31066,0.00286,0.12001,1.49824,
-0.00894,-0.31558,1.49844,-0.00266,-0.06396,1.50203,0.00508,0.1798,1.49438,-0.00255,0.30279,1.48515,-0.14015,0.06742,1.45188,-0.17568,-0.10582,1.40909,-0.0897,-0.27609,1.29351,-0.09538,-0.31034,1.29098,0.14504,0.05796,1.47014,0.2126,0.06766,1.30535,0.11874,0.20211,1.26018,0.10961,0.19868,1.28246,-0.14439,-0.38536,1.29924,-0.07407,-0.31032,1.21666,0.07396,0.27107,1.30425,0.05579,0.17716,1.29452,0.00302,0.12002,1.49821,
-0.00856,-0.31381,1.49815,-0.0008,-0.06114,1.503,0.00842,0.18445,1.49732,-0.00616,0.30404,1.49615,-0.13784,0.06976,1.45577,-0.17583,-0.10486,1.41081,-0.08844,-0.27646,1.29358,-0.09406,-0.30998,1.29261,0.1451,0.06071,1.47135,0.21915,0.03431,1.31144,0.14912,0.18414,1.27358,0.12617,0.23606,1.3018,-0.14418,-0.38558,1.29992,-0.07122,-0.31111,1.2167,0.08932,0.28807,1.29896,0.07343,0.20276,1.31729,0.00609,0.12418,1.50061,
-0.00808,-0.31345,1.49819,-0.00104,-0.06115,1.50319,0.00572,0.183,1.49717,-0.0073,0.30514,1.5003,-0.14163,0.0671,1.45225,-0.1764,-0.10426,1.41096,-0.09023,-0.27303,1.29533,-0.09571,-0.30813,1.29254,0.14309,0.06345,1.47042,0.21933,-0.02562,1.33784,0.18543,0.13438,1.29102,0.17283,0.15756,1.29529,-0.1424,-0.37953,1.29218,-0.06882,-0.31,1.21978,0.16894,0.19578,1.29519,0.14756,0.13906,1.343,0.00422,0.12319,1.50063,
-0.0062,-0.31619,1.49725,-0.00121,-0.06407,1.50171,0.00303,0.17893,1.49391,-0.00634,0.30412,1.49732,-0.14553,0.06237,1.45046,-0.17742,-0.10465,1.40928,-0.08575,-0.27317,1.29655,-0.09087,-0.30784,1.29323,0.14178,0.06391,1.47056,0.20847,-0.09974,1.38214,0.21267,0.03335,1.2719,0.20136,0.07235,1.24789,-0.14125,-0.37905,1.28918,-0.06807,-0.31109,1.21835,0.23244,0.14603,1.24525,0.15929,0.09025,1.27278,0.00217,0.11936,1.49789,
-0.00542,-0.31819,1.49714,-0.00143,-0.06647,1.50007,0.00212,0.17611,1.49008,-0.00314,0.30273,1.49146,-0.1457,0.06226,1.44784,-0.17629,-0.10969,1.40579,-0.08977,-0.26926,1.2999,-0.09619,-0.30592,1.29613,0.14034,0.06377,1.47187,0.20786,-0.10278,1.38974,0.21593,0.02311,1.27116,0.20181,0.06211,1.24593,-0.14374,-0.38419,1.3029,-0.08596,-0.31034,1.21661,0.2356,0.1346,1.24393,0.15895,0.07785,1.26747,0.00133,0.11661,1.49464,
-0.00287,-0.31814,1.49842,0.00103,-0.06731,1.4984,0.00604,0.17481,1.48513,0.00056,0.30122,1.48441,-0.14365,0.06472,1.44602,-0.21544,-0.14898,1.39844,-0.11141,-0.17097,1.2354,-0.07303,-0.16357,1.20498,0.14061,0.06334,1.47106,0.22253,-0.11666,1.37938,0.20021,0.07006,1.26431,0.19098,0.10809,1.25687,-0.06444,-0.12832,1.15698,-0.0253,-0.15528,1.23639,0.19531,0.17382,1.22938,0.22312,0.09742,1.22763,0.00473,0.11543,1.49066,
-0.00535,-0.31888,1.50237,0.00187,-0.06711,1.49905,0.00888,0.17604,1.48389,0.00119,0.30156,1.48207,-0.14232,0.07601,1.4562,-0.21584,-0.10302,1.34752,-0.10902,-0.03145,1.19618,-0.08338,-0.03153,1.17472,0.13882,0.05344,1.46488,0.2794,-0.07412,1.34433,0.17908,0.06757,1.26287,0.14645,0.07919,1.23531,-0.07127,-0.06999,1.13487,-0.04128,-0.0187,1.2051,0.09115,0.07087,1.20371,0.1411,0.06351,1.16614,0.00693,0.11635,1.48995,
-0.00494,-0.32418,1.50361,0.00237,-0.06863,1.50075,0.00975,0.17687,1.48666,0.00175,0.30193,1.48264,-0.13001,0.06343,1.44531,-0.22229,-0.06135,1.32713,-0.14875,0.05813,1.22607,-0.15083,0.05886,1.25265,0.14054,0.05259,1.46395,0.24563,-0.05204,1.37223,0.1889,0.08194,1.27973,0.17118,0.08195,1.30481,-0.11971,0.09043,1.26219,-0.17999,0.05528,1.2138,0.1449,0.10064,1.32406,0.11615,0.0521,1.33966,0.0077,0.11661,1.4921,
-0.00581,-0.32225,1.50584,0.00013,-0.06752,1.50382,0.00556,0.17874,1.49071,0.00217,0.30243,1.48541,-0.12433,0.09514,1.41014,-0.18216,-0.07663,1.33303,-0.13348,0.07962,1.2736,-0.13525,0.11434,1.27924,0.13534,0.06028,1.47079,0.20851,-0.08849,1.37057,0.18269,0.0925,1.31942,0.18,0.10131,1.28385,-0.16389,0.1745,1.27401,-0.17315,0.14071,1.23553,0.20441,0.15367,1.29136,0.14056,0.12618,1.32509,0.0042,0.11825,1.49586,
-0.00377,-0.31226,1.51009,-0.0009,-0.06244,1.50537,0.00253,0.18137,1.49036,-0.00022,0.30138,1.4816,-0.12876,0.09101,1.40856,-0.12016,-0.06229,1.32438,-0.08661,0.10636,1.31519,-0.0948,0.17291,1.33285,0.12277,0.10861,1.42111,0.15862,-0.05843,1.35641,0.10843,0.10016,1.32259,0.11548,0.17384,1.34068,-0.10518,0.24904,1.34231,-0.11713,0.20432,1.27382,0.1549,0.22611,1.31985,0.09368,0.20039,1.36366,0.00161,0.12155,1.49606,
-0.00051,-0.31303,1.51262,8e-05,-0.06349,1.50493,0.00183,0.17797,1.48518,-0.00436,0.29628,1.47093,-0.13166,0.08481,1.41587,-0.12995,-0.07524,1.34775,-0.08021,0.14629,1.33199,-0.05463,0.22844,1.36634,0.12421,0.10367,1.42649,0.14692,-0.05485,1.35872,0.07695,0.09679,1.33014,0.06021,0.1566,1.35608,-0.04367,0.29921,1.36542,-0.08776,0.22603,1.29631,-0.00294,0.22542,1.3691,-0.03052,0.12084,1.35075,0.00151,0.11887,1.49243,
0.00091,-0.31433,1.51317,0.00099,-0.06512,1.50252,0.00129,0.17566,1.47746,-0.00688,0.29425,1.46402,-0.13289,0.08342,1.41939,-0.12935,-0.07955,1.36053,-0.0723,0.10933,1.33634,-0.05102,0.18585,1.35961,0.12486,0.09753,1.43005,0.14281,-0.05965,1.35709,0.07711,0.09423,1.33146,0.05871,0.12202,1.35782,-0.03281,0.2477,1.36499,-0.07289,0.22278,1.30526,0.02314,0.1834,1.37606,0.03971,0.07309,1.38714,0.00136,0.11658,1.48591,
0.00144,-0.31475,1.5134,0.00117,-0.06556,1.50108,0.00075,0.17548,1.47453,-0.00803,0.29484,1.46297,-0.13323,0.08282,1.42062,-0.07661,-0.09635,1.32803,-0.07078,0.10924,1.33622,-0.05294,0.17922,1.35779,0.12509,0.0953,1.4313,0.14126,-0.06151,1.35696,0.0765,0.09279,1.33149,0.0479,0.1612,1.36615,-0.04466,0.24493,1.3657,-0.06822,0.22242,1.29962,0.00473,0.22728,1.37141,-0.02279,0.11505,1.33379,0.00096,0.11631,1.48324,
0.00053,-0.31498,1.5131,0.00089,-0.0651,1.50122,0.001,0.17738,1.47661,-0.00728,0.29642,1.4666,-0.13571,0.07768,1.42191,-0.14571,-0.08276,1.35631,-0.0758,0.10929,1.32088,-0.08629,0.14518,1.33722,0.12521,0.09874,1.42571,0.1551,-0.06227,1.35311,0.09374,0.09367,1.33002,0.08792,0.14565,1.34653,-0.09006,0.20145,1.36253,-0.11325,0.18255,1.28584,0.08321,0.18435,1.36925,0.0519,0.1219,1.3977,0.00096,0.11775,1.48462,
-0.00223,-0.31701,1.51001,-0.00116,-0.06659,1.5023,-0.00156,0.17512,1.48418,-0.0052,0.29803,1.47739,-0.14981,0.07039,1.45614,-0.21531,-0.10723,1.43909,-0.10179,-0.16208,1.24975,-0.05595,-0.16272,1.21005,0.14889,0.08349,1.46023,0.20603,-0.11137,1.35873,0.08054,-0.00358,1.23382,0.03601,0.02475,1.20794,-0.01376,-0.15171,1.1581,-0.07619,-0.11101,1.17533,-0.01898,0.04015,1.17878,0.03117,-0.00352,1.1605,-0.00148,0.11585,1.49031,
-0.00929,-0.31614,1.49209,-0.00566,-0.0679,1.49792,-0.00397,0.1724,1.48773,-0.00271,0.29816,1.48172,-0.15268,0.06397,1.46272,-0.21051,-0.11248,1.43301,-0.09977,-0.22216,1.26109,-0.01384,-0.27839,1.16556,0.1455,0.08021,1.47098,0.23059,-0.08766,1.36783,0.08412,-0.05492,1.24446,0.0366,-0.0482,1.21614,0.01029,-0.29727,1.10661,-0.01329,-0.33541,1.1945,-0.02766,-0.02538,1.18583,0.01758,-0.03887,1.15504,-0.00395,0.11379,1.49194,
-0.00696,-0.31435,1.49823,-0.00572,-0.06784,1.49798,-0.00504,0.17128,1.48499,-0.00379,0.29843,1.4823,-0.14981,0.06801,1.44462,-0.19398,-0.12574,1.40595,-0.10884,-0.2632,1.28675,-0.08368,-0.31191,1.22494,0.1425,0.0823,1.4771,0.26649,-0.0799,1.37772,0.16678,-0.03874,1.23844,0.13334,-0.02088,1.20849,-0.05779,-0.33773,1.16701,-0.10742,-0.29513,1.21065,0.0899,-0.02708,1.18298,0.13745,-0.02629,1.15829,-0.00485,0.11296,1.49034,
-0.00831,-0.31508,1.49781,-0.00891,-0.06829,1.4938,-0.01004,0.17131,1.47602,-0.00698,0.29874,1.47586,-0.14927,0.06939,1.43711,-0.18967,-0.12223,1.39484,-0.10674,-0.26703,1.28424,-0.08102,-0.3126,1.22719,0.14148,0.07491,1.48332,0.25205,-0.05121,1.46224,0.23554,-0.05983,1.24516,0.24291,-0.0631,1.23732,-0.05808,-0.33668,1.16672,-0.07341,-0.2931,1.20881,0.20213,-0.06492,1.17065,0.18305,-0.04265,1.288,-0.00969,0.1126,1.48248,
-0.00993,-0.31611,1.49692,-0.01143,-0.06907,1.48899,-0.0129,0.17079,1.46714,-0.00769,0.29835,1.46577,-0.14902,0.07011,1.43271,-0.18775,-0.12071,1.38907,-0.10755,-0.27065,1.2814,-0.0956,-0.30876,1.23534,0.14207,0.07015,1.48354,0.277,-0.08463,1.50987,0.30572,-0.06749,1.28653,0.32533,-0.06976,1.25358,-0.06885,-0.32798,1.17191,-0.04829,-0.32194,1.17496,0.30837,-0.0869,1.20889,0.31916,-0.04956,1.23942,-0.01254,0.11195,1.47464,
